Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753421586860942, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753896166482993, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753896444061477, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753896566586070, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753896582643323, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753896630998441, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10753896673566991, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10753896756144818, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753897079369587, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753897188499322, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753897230431757, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753897517310967, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753898121370574, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753898137151675, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753898209129151, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753898249065231, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753898385887230, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753898555330912, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753898648053831, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753898927206079, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10753899152084366, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753899409697642, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753899651239337, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753899679268473, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753899863312314, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753899971823232, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753900200279754, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753900223569369, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753900273981323, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753900303353280, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753900330796732, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753900373389743, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753900772901670, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753900833459578, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753900867006749, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753901147636248, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753901188083438, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753901462605595, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753901470604132, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10753901526535861, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753901553967216, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10753901668108938, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753902019425063, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753902041313421, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753902303471399, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753902317280932, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753902713108637, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753903006338260, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753903020851843, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753903070039969, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753903177155672, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753903419303236, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753903576033149, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10753903744057583, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753903978153670, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753904268653400, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753904478215453, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753904634233068, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753904780300971, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753904840259683, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753904981366160, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753905034319818, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753905055542367, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753905093744388, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753905164952385, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753905226768197, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753905500436163, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753905810984907, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753905900918892, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753905932105534, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753906256619270, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753906342567921, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753906374622635, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10753906379503832, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753906476936158, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10753906580073771, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753906808418135, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753907003257525, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753907117251586, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753907289065922, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753907418445033, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753907655816705, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753907891014732, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753907891306058, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753908145181558, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753908283277081, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10753908336031084, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753908504011890, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753909029101041, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753909127609146, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753909305191414, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753909480239464, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753909589198413, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753909589342985, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753909697289581, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753909765285799, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753909887515636, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753910055923447, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753910122739791, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753910167411862, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753910215665664, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753910676127478, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753910754963550, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753911028936666, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753911222530493, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10753911232472074, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753911278640566, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753911365603298, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753911399904547, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10753911492038512, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753911597410873, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753911865023019, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753911917220518, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753911965201394, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753912290781688, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753912533417872, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
